county,city,zip,street,price,br,lsqft,bsqft,year,date
San Francisco County,San Francisco,94115,2535 Sacramento Street,1732000,3,NA,2270,2001,2005-05-15
San Francisco County,San Francisco,94115,2675 Sutter Street,1350000,NA,3025,2750,2002,2004-03-14
San Francisco County,San Francisco,94115,2675 Sutter Street,626000,NA,3025,2750,2002,2003-07-27
San Francisco County,San Francisco,94115,2675 Sutter Street,626000,NA,3025,2750,2002,2003-08-03
San Francisco County,San Francisco,94115,2908 Pacific Avenue,4995000,NA,3831,6968,2002,2004-09-05
San Francisco County,San Francisco,94115,2996 California Street,2011000,NA,1940,3330,2002,2004-12-26
San Francisco County,San Francisco,94115,3110 California Street \#3,978000,2,NA,1086,2004,2007-12-02
San Francisco County,San Francisco,94115,3116 Washington Street,2285000,NA,2565,3000,2002,2005-07-10
San Francisco County,San Francisco,94115,343 Presidio Avenue,1485000,3,NA,2100,2005,2007-12-30
San Francisco County,San Francisco,94115,812 Lyon Street \#B,895000,2,3242,1301,2003,2007-06-17
San Francisco County,San Francisco,94115,82 Garden Street,660000,2,NA,1300,2002,2006-02-05
San Francisco County,San Francisco,94115,86 Garden Street,610000,2,NA,1300,2002,2004-12-05
San Francisco County,San Francisco,94115,938 Central Avenue,889000,NA,NA,1482,2005,2008-06-29
San Francisco County,San Francisco,94116,2418 20th Avenue,1250000,NA,NA,1048,2004,2008-10-26
San Francisco County,San Francisco,94117,130 Belvedere Street \#130,775000,NA,3047,1635,2002,2004-08-29
San Francisco County,San Francisco,94117,1480 Fulton Street \#1,845000,3,2848,1672,2003,2005-09-04
San Francisco County,San Francisco,94117,1480 Fulton Street \#1,929000,3,2848,1672,2003,2007-10-28
San Francisco County,San Francisco,94117,188 Beulah Street \#2,899000,2,NA,1335,2001,2008-10-05
San Francisco County,San Francisco,94117,188 Beulah Street \#4,830000,2,NA,1188,2001,2005-06-12
San Francisco County,San Francisco,94117,1969 Oak Street,1330000,NA,3436,4875,2002,2003-10-12
San Francisco County,San Francisco,94117,2198 Fell Street \#1,775000,NA,NA,1171,2000,2008-11-09
San Francisco County,San Francisco,94117,2198 Fell Street \#4,685000,NA,NA,1165,2000,2006-09-24
San Francisco County,San Francisco,94117,262 Frederick Street \#1,680000,NA,NA,868,2003,2005-07-17
San Francisco County,San Francisco,94117,27 Rivoli Street,830000,2,NA,1880,2003,2003-08-24
San Francisco County,San Francisco,94117,350 Broderick Street \#302,565000,1,NA,672,2007,2008-08-10
San Francisco County,San Francisco,94117,350 Broderick Street \#303,785000,2,NA,970,2007,2008-10-19
San Francisco County,San Francisco,94117,431 Webster Street,826000,3,2496,1380,2000,2007-06-10
San Francisco County,San Francisco,94117,455 Frederick Street,1815000,NA,3438,2800,2003,2004-09-05
San Francisco County,San Francisco,94117,4930 17th Street,2460000,3,3570,3437,2002,2006-04-09
San Francisco County,San Francisco,94117,500 Masonic Avenue \#1,820000,NA,NA,1240,2001,2005-09-25
San Francisco County,San Francisco,94117,500 Masonic Avenue \#1,858500,NA,NA,1240,2001,2007-05-27
San Francisco County,San Francisco,94117,500 Masonic Avenue \#2,819000,NA,NA,1220,2001,2006-04-23
San Francisco County,San Francisco,94117,500 Masonic Avenue \#3,829000,NA,NA,1220,2001,2006-01-08
San Francisco County,San Francisco,94117,500 Masonic Avenue \#3,855000,NA,NA,1220,2001,2007-12-23
San Francisco County,San Francisco,94117,500 Masonic Avenue \#6,660000,NA,NA,1216,2001,2003-12-28
San Francisco County,San Francisco,94117,500 Masonic Avenue \#7,829000,NA,NA,1258,2001,2005-07-31
San Francisco County,San Francisco,94117,500 Masonic Avenue \#8,560000,NA,NA,1024,2001,2004-03-21
San Francisco County,San Francisco,94117,500 Masonic Avenue \#8,560000,NA,NA,1024,2001,2004-03-28
San Francisco County,San Francisco,94117,500 Masonic Avenue \#9,645000,NA,NA,1024,2001,2005-09-25
San Francisco County,San Francisco,94117,508 Clayton Street,1225000,NA,2813,3146,2002,2004-04-11
San Francisco County,San Francisco,94117,509 Frederick Street,905000,2,NA,1323,2005,2007-03-25
San Francisco County,San Francisco,94117,5390 Divisadero Street,1030000,NA,2656,4575,2002,2005-09-11
San Francisco County,San Francisco,94117,550 Stanyan Street \#2,900000,NA,NA,1374,2000,2007-03-25
San Francisco County,San Francisco,94117,550 Stanyan Street \#9,800000,NA,NA,1113,2000,2006-12-10
San Francisco County,San Francisco,94117,560 Haight Street \#101,489000,2,NA,1062,2001,2003-06-29
San Francisco County,San Francisco,94117,560 Haight Street \#102,722000,2,NA,1034,2001,2005-05-15
San Francisco County,San Francisco,94117,560 Haight Street \#103,819000,2,NA,1155,2001,2007-05-27
San Francisco County,San Francisco,94117,560 Haight Street \#104,1025000,NA,NA,2073,2001,2005-06-12
San Francisco County,San Francisco,94117,560 Haight Street \#104,1030000,NA,NA,2073,2001,2005-11-20
San Francisco County,San Francisco,94117,560 Haight Street \#105,679000,NA,NA,2073,2001,2003-12-21
San Francisco County,San Francisco,94117,560 Haight Street \#107,850000,NA,NA,1996,2001,2004-10-10
San Francisco County,San Francisco,94117,560 Haight Street \#108,820000,NA,NA,1215,2001,2007-07-22
San Francisco County,San Francisco,94117,560 Haight Street \#110,599000,NA,NA,1053,2001,2004-03-14
San Francisco County,San Francisco,94117,560 Haight Street \#202,792000,NA,NA,1168,2001,2007-03-25
San Francisco County,San Francisco,94117,560 Haight Street \#203,815000,NA,NA,1135,2001,2005-10-16
San Francisco County,San Francisco,94117,560 Haight Street \#207,575000,NA,NA,1167,2001,2003-11-09
San Francisco County,San Francisco,94117,560 Haight Street \#208,1060000,NA,NA,1525,2001,2006-07-23
San Francisco County,San Francisco,94117,560 Haight Street \#208,749000,NA,NA,1525,2001,2004-03-14
San Francisco County,San Francisco,94117,814 Hayes Street \#1,759000,2,NA,1646,2001,2004-08-29
San Francisco County,San Francisco,94117,814 Hayes Street \#2,735000,2,NA,1202,2001,2004-09-12
San Francisco County,San Francisco,94117,814 Hayes Street \#2,735000,2,NA,1202,2001,2004-09-19
San Francisco County,San Francisco,94117,814 Hayes Street \#2,865000,2,NA,1202,2001,2006-06-18
San Francisco County,San Francisco,94117,814 Hayes Street \#3,735000,2,NA,1209,2001,2004-07-25
San Francisco County,San Francisco,94117,83 Divisadero Street,2415000,NA,2892,2980,2002,2005-08-28
San Francisco County,San Francisco,94117,926 Grove Street \#2,726000,2,NA,808,2004,2007-11-25
San Francisco County,San Francisco,94118,146 16th Avenue \#148,2762500,NA,3184,3280,2003,2008-01-20
San Francisco County,San Francisco,94118,147 Lake Street,2265000,6,2063,3024,2002,2005-12-04
San Francisco County,San Francisco,94118,2001 McAllister Street \#106,710000,2,NA,989,2002,2005-08-14
San Francisco County,San Francisco,94118,2001 McAllister Street \#110,680000,2,NA,1015,2002,2006-07-02
San Francisco County,San Francisco,94118,2001 McAllister Street \#112,729000,2,NA,1040,2002,2007-03-25
San Francisco County,San Francisco,94118,2001 McAllister Street \#115,750000,2,NA,1041,2002,2007-08-05
San Francisco County,San Francisco,94118,2001 McAllister Street \#123,705000,2,NA,1021,2002,2007-10-28
San Francisco County,San Francisco,94118,2001 McAllister Street \#127,670000,2,NA,1013,2002,2005-05-01
San Francisco County,San Francisco,94118,2001 McAllister Street \#131,550000,1,NA,658,2002,2008-08-24
San Francisco County,San Francisco,94118,2001 McAllister Street \#132,650000,1,NA,947,2002,2005-01-09
San Francisco County,San Francisco,94118,2001 McAllister Street \#133,568000,1,NA,656,2002,2006-11-05
San Francisco County,San Francisco,94118,2001 McAllister Street \#134,550000,1,NA,658,2002,2005-07-03
San Francisco County,San Francisco,94118,2001 McAllister Street \#13,480000,1,NA,650,2002,2004-10-31
San Francisco County,San Francisco,94118,2001 McAllister Street \#13,529000,1,NA,650,2002,2006-04-30
San Francisco County,San Francisco,94118,2001 McAllister Street \#135,495000,1,NA,605,2002,2005-02-27
San Francisco County,San Francisco,94118,2001 McAllister Street \#137,519500,1,NA,681,2002,2005-01-23
San Francisco County,San Francisco,94118,2001 McAllister Street \#138,571000,1,NA,681,2002,2005-06-05
San Francisco County,San Francisco,94118,2001 McAllister Street \#139,745000,2,NA,936,2002,2005-08-07
San Francisco County,San Francisco,94118,2001 McAllister Street \#142,815000,2,NA,1373,2002,2006-04-30
San Francisco County,San Francisco,94118,2001 Mcallister Street \#145,740000,2,NA,994,2002,2007-10-07
San Francisco County,San Francisco,94118,2001 Mcallister Street \#148,735000,2,NA,994,2002,2007-10-07
San Francisco County,San Francisco,94118,2001 McAllister Street \#153,706000,2,NA,987,2002,2006-09-03
San Francisco County,San Francisco,94118,2001 McAllister Street \#205,712000,2,NA,1048,2002,2007-03-25
San Francisco County,San Francisco,94118,2001 McAllister Street \#208,739000,2,NA,997,2002,2007-04-22
San Francisco County,San Francisco,94118,2001 McAllister Street \#210,735000,2,NA,1015,2002,2006-09-24
San Francisco County,San Francisco,94118,2001 McAllister Street \#213,580000,2,NA,659,2002,2007-11-18
San Francisco County,San Francisco,94118,2001 McAllister Street \#215,744500,2,NA,1041,2002,2007-12-23
San Francisco County,San Francisco,94118,2001 Mcallister Street \#219,450000,1,NA,642,2002,2004-02-29
San Francisco County,San Francisco,94118,2001 McAllister Street \#220,505000,1,NA,680,2002,2004-12-19
San Francisco County,San Francisco,94118,2001 McAllister Street \#227,736000,2,NA,1013,2002,2007-04-22
San Francisco County,San Francisco,94118,2001 McAllister Street \#228,561000,1,NA,632,2002,2005-09-18
San Francisco County,San Francisco,94118,2001 McAllister Street \#231,585000,1,NA,683,2002,2007-06-10
San Francisco County,San Francisco,94118,2001 McAllister Street \#235,560000,1,NA,605,2002,2005-07-24
San Francisco County,San Francisco,94118,2001 McAllister Street \#241,596500,1,NA,661,2002,2007-04-08
San Francisco County,San Francisco,94118,2001 McAllister Street \#242,575000,1,NA,715,2002,2008-06-29
San Francisco County,San Francisco,94118,2001 McAllister Street \#243,580000,1,NA,686,2002,2006-08-13
San Francisco County,San Francisco,94118,2001 McAllister Street \#246,580000,1,NA,682,2002,2005-06-19
San Francisco County,San Francisco,94118,2001 McAllister Street \#248,770000,2,NA,994,2002,2008-10-26
San Francisco County,San Francisco,94118,2001 McAllister Street \#252,681000,2,NA,990,2002,2006-08-20
San Francisco County,San Francisco,94118,2001 McAllister Street \#308,775000,2,NA,997,2002,2005-07-17
San Francisco County,San Francisco,94118,2001 McAllister Street \#311,755000,2,NA,1088,2002,2005-04-17
San Francisco County,San Francisco,94118,2001 McAllister Street \#311,785000,2,NA,1088,2002,2007-07-22
San Francisco County,San Francisco,94118,2001 McAllister Street \#314,575000,1,NA,707,2002,2006-05-14
San Francisco County,San Francisco,94118,2001 McAllister Street \#321,730000,2,NA,1042,2002,2007-07-29
San Francisco County,San Francisco,94118,2001 McAllister Street \#322,575000,1,NA,695,2002,2006-01-01
San Francisco County,San Francisco,94118,2001 McAllister Street \#324,750000,2,NA,1021,2002,2005-08-07
San Francisco County,San Francisco,94118,2001 McAllister Street \#324,750000,2,NA,1021,2002,2005-08-14
San Francisco County,San Francisco,94118,2001 McAllister Street \#325,727500,2,NA,1026,2002,2008-04-27
San Francisco County,San Francisco,94118,2001 McAllister Street \#326,710000,2,NA,1018,2002,2004-11-07
San Francisco County,San Francisco,94118,2001 McAllister Street \#329,593000,1,NA,666,2002,2006-07-23
San Francisco County,San Francisco,94118,2001 McAllister Street \#330,605000,1,NA,688,2002,2005-09-18
San Francisco County,San Francisco,94118,2001 McAllister Street \#335,462000,1,NA,605,2002,2005-01-09
San Francisco County,San Francisco,94118,2001 McAllister Street,755000,2,NA,1021,2002,2008-10-05
San Francisco County,San Francisco,94118,2001 McAllister Street,830000,2,NA,1407,2002,2008-10-19
San Francisco County,San Francisco,94118,248 6th Avenue,998000,NA,NA,2408,2002,2005-07-10
San Francisco County,San Francisco,94118,2686 McAllister Street \#1,1002000,NA,3409,1729,2002,2004-11-14
San Francisco County,San Francisco,94118,3316 California Street \#3,1425000,4,NA,1779,2000,2007-07-22
San Francisco County,San Francisco,94118,3318 California Street \#1,1105000,2,NA,1180,2000,2007-05-06
San Francisco County,San Francisco,94118,3318 California Street \#4,1580000,4,NA,2140,2000,2007-04-15
San Francisco County,San Francisco,94118,3320 California Street \#3,1826000,4,NA,2583,2000,2007-06-24
San Francisco County,San Francisco,94118,3328 California Street \#2,1265000,3,NA,1393,2000,2007-06-24
San Francisco County,San Francisco,94118,3410 California Street \#3,1225000,2,NA,1225,2006,2008-06-29
San Francisco County,San Francisco,94118,3410 California Street \#4,1290000,2,NA,1197,2006,2008-09-28
San Francisco County,San Francisco,94118,3446 Clay Street,1050000,NA,NA,1523,2002,2003-11-09
San Francisco County,San Francisco,94118,3448 Clay Street,1625000,NA,NA,1766,2002,2005-10-02
San Francisco County,San Francisco,94118,3479 Sacramento Street,930000,NA,NA,1345,2002,2005-09-11
San Francisco County,San Francisco,94118,3565 Washington Street,4200000,NA,4944,4650,2002,2003-06-29
San Francisco County,San Francisco,94118,3616 Sacramento Street,2639000,NA,2495,3366,2002,2004-12-12
San Francisco County,San Francisco,94118,3622 Sacramento Street,1140000,3,2500,1705,2002,2003-11-02
San Francisco County,San Francisco,94118,3622 Sacramento Street,1140000,3,2500,1705,2002,2003-11-23
San Francisco County,San Francisco,94118,3622 Sacramento Street,1550000,3,2500,1705,2002,2005-08-28
San Francisco County,San Francisco,94118,408 Laurel Street \#2,1925000,3,NA,1832,2001,2005-12-11
San Francisco County,San Francisco,94118,4339 California Street \#3,1011000,NA,NA,1569,2001,2006-05-14
San Francisco County,San Francisco,94118,440 Locust Street,1126500,3,3425,1396,2001,2007-12-02
San Francisco County,San Francisco,94118,440 Locust Street,1175000,3,3425,1396,2001,2008-09-28
San Francisco County,San Francisco,94118,442 Locust Street,2188000,3,3425,2335,2001,2008-01-06
San Francisco County,San Francisco,94118,458 5th Avenue,1350000,3,NA,2347,2004,2007-04-22
San Francisco County,San Francisco,94118,460 5th Avenue,1005000,3,NA,1729,2004,2006-08-13
San Francisco County,San Francisco,94118,482 5th Avenue,950000,NA,1289,1950,2001,2005-03-27
San Francisco County,San Francisco,94118,535 7th Avenue,1175000,NA,NA,NA,2002,2006-09-03
San Francisco County,San Francisco,94118,546 3rd Avenue,1053000,3,3000,2217,2003,2003-09-28
San Francisco County,San Francisco,94118,575 2nd Avenue,868000,2,3000,1365,2003,2004-05-16
San Francisco County,San Francisco,94118,737 6th Avenue \#2,845000,NA,3001,1206,2000,2007-10-28
San Francisco County,San Francisco,94118,737 6th Avenue \#3,585000,NA,NA,637,2000,2006-09-17
San Francisco County,San Francisco,94118,741 Clement Street \#303,615000,NA,NA,1355,2002,2004-06-13
San Francisco County,San Francisco,94118,76 Beaumont Avenue,1106000,NA,NA,959,2001,2005-10-23
San Francisco County,San Francisco,94121,140 23rd Avenue,2000000,4,3000,3258,2002,2006-09-10
San Francisco County,San Francisco,94121,1928 Clement Street \#1,860000,2,2500,1474,2003,2005-05-08
San Francisco County,San Francisco,94121,2038 Clement Street \#1,690000,2,NA,1131,2003,2007-02-11
San Francisco County,San Francisco,94121,2038 Clement Street \#2,700000,2,NA,1131,2003,2007-02-11
San Francisco County,San Francisco,94121,2038 Clement Street \#3,599000,2,NA,713,2003,2007-01-28
San Francisco County,San Francisco,94121,225 26th Avenue \#2,870000,NA,NA,1601,2001,2006-02-05
San Francisco County,San Francisco,94121,225 26th Avenue \#3,1000000,NA,NA,1345,2001,2008-02-03
San Francisco County,San Francisco,94121,227 26th Avenue \#1,985000,NA,NA,2050,2001,2008-10-05
San Francisco County,San Francisco,94121,233 26th Avenue \#1,1160000,5,NA,2049,2001,2006-06-11
San Francisco County,San Francisco,94121,233 26th Avenue,775000,3,NA,1346,2001,2003-11-09
San Francisco County,San Francisco,94121,2346 Clement Street \#1,722000,2,NA,1177,2002,2005-07-10
San Francisco County,San Francisco,94121,2346 Clement Street \#1,775000,2,NA,1177,2002,2006-07-09
San Francisco County,San Francisco,94121,2346 Clement Street \#4,575000,1,NA,695,2004,2008-06-01
San Francisco County,San Francisco,94121,2346 Clement Street \#4,575000,1,NA,695,2004,2008-06-08
San Francisco County,San Francisco,94121,249 27th Avenue,792000,NA,NA,1245,2000,2006-12-17
San Francisco County,San Francisco,94121,2916 Anza Street \#2,860000,3,NA,1529,2000,2007-11-11
San Francisco County,San Francisco,94121,354 24th Avenue \#3,1005000,3,3001,1500,2000,2008-02-10
San Francisco County,San Francisco,94121,374 24th Avenue \#1,1105000,2,NA,2051,2002,2007-10-21
San Francisco County,San Francisco,94121,374 24th Avenue \#1,950000,2,NA,2051,2002,2006-03-12
San Francisco County,San Francisco,94121,374 24th Avenue \#3,775000,2,NA,1076,2002,2006-03-12
San Francisco County,San Francisco,94121,539 26th Avenue,725000,2,NA,1372,2001,2004-05-30
San Francisco County,San Francisco,94121,542 19th Avenue,899000,6,NA,2058,2004,2007-09-09
San Francisco County,San Francisco,94121,557 27th Avenue \#1,800000,3,NA,1589,2001,2004-02-01
San Francisco County,San Francisco,94121,557 27th Avenue \#2,928000,4,NA,2823,2001,2004-02-01
San Francisco County,San Francisco,94121,562 38th Avenue,1700000,NA,2949,1138,2001,2004-02-08
San Francisco County,San Francisco,94121,562 38th Avenue,2055000,NA,2949,5303,2001,2005-04-03
San Francisco County,San Francisco,94121,576 42nd Avenue,975000,3,NA,1825,2005,2007-03-25
San Francisco County,San Francisco,94121,6050 Geary Boulevard \#301,570000,1,3250,938,2000,2006-10-08
San Francisco County,San Francisco,94121,6050 Geary Boulevard \#302,670000,2,NA,1029,2000,2006-08-27
San Francisco County,San Francisco,94121,6050 Geary Boulevard \#402,595000,2,3250,1029,2000,2006-08-20
San Francisco County,San Francisco,94121,6324 California Street \#1,1150000,3,2996,2041,2003,2005-05-08
San Francisco County,San Francisco,94121,6324 California Street \#3,860000,NA,2996,1228,2003,2007-12-09
San Francisco County,San Francisco,94121,6442 Geary Boulevard,610000,2,NA,764,2006,2006-11-26
San Francisco County,San Francisco,94121,6444 Geary Boulevard,601000,2,NA,832,2006,2006-11-26
San Francisco County,San Francisco,94121,6446 Geary Boulevard,790000,3,NA,1417,2006,2007-02-11
San Francisco County,San Francisco,94121,6448 Geary Boulevard,749000,2,NA,1212,2006,2006-11-26
San Francisco County,San Francisco,94121,688 25th Avenue \#690,1400000,6,2210,4105,2002,2007-05-27
San Francisco County,San Francisco,94121,705 La Playa Street \#2,585000,NA,NA,1499,2002,2004-06-13
San Francisco County,San Francisco,94121,705 La Playa Street \#3,600000,NA,NA,1499,2002,2004-09-19
San Francisco County,San Francisco,94121,863 27th Avenue,1575000,4,3006,3372,2003,2005-03-13
San Francisco County,San Francisco,94122,1117 Judah Street,950000,3,NA,2030,2004,2007-09-30
San Francisco County,San Francisco,94122,1260 11th Avenue,1260000,NA,3000,2221,2002,2005-08-28
San Francisco County,San Francisco,94122,1279 2nd Avenue,1420000,NA,2375,2250,2002,2005-05-22
San Francisco County,San Francisco,94122,1323 11th Avenue,1302000,NA,2996,2960,2003,2005-01-09
San Francisco County,San Francisco,94122,1427 8th Avenue \#1,980000,NA,NA,2085,2001,2004-07-04
San Francisco County,San Francisco,94122,1427 8th Avenue \#2,899000,NA,NA,1387,2001,2006-02-05
San Francisco County,San Francisco,94122,1574 10th Avenue,1375000,4,3000,1840,2002,2003-08-10
San Francisco County,San Francisco,94122,1616 12th Avenue,870000,NA,NA,2014,2001,2004-03-14
San Francisco County,San Francisco,94122,1716 9th Avenue,1120000,3,2996,2117,2000,2006-08-06
San Francisco County,San Francisco,94122,1722 20th Avenue,975000,3,NA,2225,2001,2006-03-12
San Francisco County,San Francisco,94122,1727 19th Avenue,585000,3,NA,1920,2001,2004-02-01
San Francisco County,San Francisco,94122,1730 20th Avenue,974000,3,NA,1980,2001,2006-02-05
San Francisco County,San Francisco,94122,1735 19th Avenue,725000,3,NA,1920,2001,2008-07-13
San Francisco County,San Francisco,94122,1736 20th Avenue,930000,3,NA,2225,2001,2008-08-10
San Francisco County,San Francisco,94122,1743 19th Avenue,725000,3,NA,1920,2001,2004-08-29
San Francisco County,San Francisco,94122,1746 20th Avenue,950000,4,NA,1980,2001,2007-05-06
San Francisco County,San Francisco,94122,1875 9th Avenue,725000,3,3000,2518,2002,2003-08-24
San Francisco County,San Francisco,94122,555 Irving Street \#1,785000,2,NA,1010,2003,2008-08-24
San Francisco County,San Francisco,94123,130 Pixley Street,960000,1,1518,1232,2000,2006-12-24
San Francisco County,San Francisco,94123,132 Pixley Street,1480000,2,1518,1465,2000,2006-06-18
San Francisco County,San Francisco,94123,1738 Lombard Street \#2,585000,1,NA,595,2004,2006-08-20
San Francisco County,San Francisco,94123,1738 Lombard Street \#5,1200000,3,NA,1822,2004,2007-07-22
San Francisco County,San Francisco,94123,1738 Lombard Street \#6,1112500,3,NA,1549,2004,2007-07-22
San Francisco County,San Francisco,94123,1738 Lombard Street \#7,1370000,3,NA,1613,2004,2007-06-17
San Francisco County,San Francisco,94123,2332 Vallejo Street,1475000,2,NA,1527,2002,2004-07-18
San Francisco County,San Francisco,94123,2332 Vallejo Street,1550000,2,NA,1527,2002,2004-09-19
San Francisco County,San Francisco,94123,2340 Franklin Street,1386000,NA,2552,5886,2001,2003-12-14
San Francisco County,San Francisco,94123,2340 Franklin Street,2282000,NA,2552,5886,2001,2004-08-08
San Francisco County,San Francisco,94123,282 Moulton Street,655000,1,NA,913,2001,2007-02-25
San Francisco County,San Francisco,94123,282 Moulton Street,655000,1,NA,913,2001,2007-03-04
San Francisco County,San Francisco,94123,286 Moulton Street,590000,1,NA,913,2001,2004-11-21
San Francisco County,San Francisco,94123,3500 Broderick Street,814500,2,NA,970,2007,2007-11-25
San Francisco County,San Francisco,94124,15 Le Conte Circle,901500,4,2923,2074,2001,2006-12-17
San Francisco County,San Francisco,94124,2045 Quesada Avenue,927000,5,NA,3326,2005,2008-10-12
San Francisco County,San Francisco,94124,27 Le Conte Circle,694000,4,2927,2330,2001,2004-05-23
San Francisco County,San Francisco,94124,2919 Ingalls Street,775000,4,1875,1786,2003,2006-11-19
San Francisco County,San Francisco,94124,38 Le Conte Circle,995000,4,2940,2112,2001,2006-04-09
San Francisco County,San Francisco,94124,4343 3rd Street \#202,299000,1,NA,483,2007,2008-06-22
San Francisco County,San Francisco,94124,6 Waterville Street,645000,3,2500,2079,2001,2003-07-13
San Francisco County,San Francisco,94124,716 Le Conte Avenue,530000,3,NA,1480,2001,2005-11-06
San Francisco County,San Francisco,94124,828 Innes Avenue \#102,410000,NA,NA,1147,2001,2004-01-04
San Francisco County,San Francisco,94124,828 Innes Avenue \#103,450000,NA,NA,879,2001,2006-02-26
San Francisco County,San Francisco,94124,828 Innes Avenue \#104,406000,NA,NA,1030,2001,2004-06-06
San Francisco County,San Francisco,94124,828 Innes Avenue \#107,339000,NA,NA,929,2001,2004-02-15
San Francisco County,San Francisco,94124,828 Innes Avenue \#108,385000,NA,NA,1147,2001,2004-05-02
San Francisco County,San Francisco,94124,828 Innes Avenue \#109,339000,NA,NA,929,2001,2003-12-14
San Francisco County,San Francisco,94124,828 Innes Avenue \#109,425000,NA,NA,929,2001,2007-09-23
San Francisco County,San Francisco,94124,901 Bay Shore Boulevard,260000,1,NA,531,2003,2007-10-28
San Francisco County,San Francisco,94124,901 Bay Shore Boulevard,290000,1,NA,550,2003,2008-07-27
San Francisco County,San Francisco,94124,901 Bay Shore Boulevard,310000,1,NA,563,2003,2007-12-16
San Francisco County,San Francisco,94124,901 Bay Shore Boulevard,315000,1,NA,564,2003,2007-10-07
San Francisco County,San Francisco,94124,901 Bay Shore Boulevard,330000,1,NA,659,2003,2008-03-23
San Francisco County,San Francisco,94124,901 Bay Shore Boulevard,335000,1,NA,564,2003,2007-11-18
San Francisco County,San Francisco,94124,901 Bay Shore Boulevard,335000,1,NA,609,2003,2008-07-20
San Francisco County,San Francisco,94124,901 Bay Shore Boulevard,342000,1,NA,745,2003,2007-10-07
San Francisco County,San Francisco,94124,901 Bay Shore Boulevard,358000,1,NA,606,2003,2007-12-09
San Francisco County,San Francisco,94124,901 Bay Shore Boulevard,300000,1,NA,550,2003,2007-12-02
San Francisco County,San Francisco,94124,958 Le Conte Avenue,575000,2,NA,1373,2003,2005-11-13
San Francisco County,San Francisco,94127,454 Joost Avenue,1375000,4,2500,2600,2006,2008-11-09
San Francisco County,San Francisco,94131,1424 Sanchez Street,1310000,3,2317,1333,2003,2005-06-19
San Francisco County,San Francisco,94131,1740 Sanchez Street,1250000,NA,3332,1195,2003,2005-08-07
San Francisco County,San Francisco,94131,1740 Sanchez Street,1250000,NA,3332,1195,2003,2005-08-14
San Francisco County,San Francisco,94131,1740 Sanchez Street,760000,NA,3332,1195,2003,2005-02-06
San Francisco County,San Francisco,94131,2324 Castro Street,630000,NA,2622,1380,2002,2003-12-14
San Francisco County,San Francisco,94131,283 Chenery Street,1355500,7,2900,3991,2004,2008-03-30
San Francisco County,San Francisco,94131,334 28th Street,1145000,2,NA,1150,2004,2008-07-27
San Francisco County,San Francisco,94131,4039 26th Street,1625000,NA,NA,2041,2001,2007-10-21
San Francisco County,San Francisco,94131,4041 26th Street,1688000,NA,NA,2280,2001,2007-01-14
San Francisco County,San Francisco,94131,47 Surrey Street,1250000,1,NA,1265,2002,2005-01-09
San Francisco County,San Francisco,94131,520 Duncan Street,1700000,NA,NA,2530,2001,2004-11-07
San Francisco County,San Francisco,94131,520 Duncan Street,1700000,NA,NA,2530,2001,2004-11-21
San Francisco County,San Francisco,94131,75 Zircon Place,2950000,4,2905,3898,2002,2007-06-03
San Francisco County,San Francisco,94131,767 Corbett Avenue \#8,830000,NA,NA,1300,2000,2007-12-30
San Francisco County,San Francisco,94131,850 Corbett Avenue \#1,1000000,NA,NA,2266,2003,2008-08-10
San Francisco County,San Francisco,94131,880 Corbett Avenue \#1,885000,3,4747,2020,2002,2004-08-29
San Francisco County,San Francisco,94132,3981 Alemany Boulevard \#101,475000,1,NA,746,2002,2007-04-22
San Francisco County,San Francisco,94132,3981 Alemany Boulevard \#102,470000,1,NA,670,2002,2006-07-30
San Francisco County,San Francisco,94132,3981 Alemany Boulevard \#105,495000,1,NA,746,2002,2005-05-15
San Francisco County,San Francisco,94132,3981 Alemany Boulevard \#112,517000,2,NA,984,2002,2007-09-30
San Francisco County,San Francisco,94132,3981 Alemany Boulevard \#119,550000,2,NA,951,2002,2006-02-26
San Francisco County,San Francisco,94132,3981 Alemany Boulevard \#207,425000,1,NA,747,2002,2004-11-07
San Francisco County,San Francisco,94132,3981 Alemany Boulevard \#212,547000,2,NA,984,2002,2005-03-13
San Francisco County,San Francisco,94132,3981 Alemany Boulevard \#218,437000,1,NA,687,2002,2007-07-29
San Francisco County,San Francisco,94132,3981 Alemany Boulevard \#2192,535000,2,NA,968,2002,2007-01-28
San Francisco County,San Francisco,94132,3981 Alemany Boulevard \#302,440000,1,NA,670,2002,2007-06-03
San Francisco County,San Francisco,94132,3981 Alemany Boulevard \#309,550000,2,NA,1047,2002,2004-12-12
San Francisco County,San Francisco,94132,3981 Alemany Boulevard \#311,539000,2,NA,973,2002,2006-04-09
San Francisco County,San Francisco,94132,3981 Alemany Boulevard \#316,400000,1,NA,513,2002,2004-12-26
San Francisco County,San Francisco,94132,8100 Oceanview Terrace \#110,510000,2,NA,946,2002,2006-03-12
San Francisco County,San Francisco,94132,8100 Oceanview Terrace \#113,497000,2,NA,950,2002,2005-02-20
San Francisco County,San Francisco,94132,8100 Oceanview Terrace \#120,535000,2,NA,946,2002,2006-04-30
San Francisco County,San Francisco,94132,8100 Oceanview Terrace \#121,459000,1,NA,747,2002,2007-02-11
San Francisco County,San Francisco,94132,8100 Oceanview Terrace \#124,397500,2,NA,950,2002,2008-11-02
